date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:44%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_72x72.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_72x72.9a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:44%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_76x76.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_76x76.aa7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:45%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_76x76.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_76x76.ba7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:45%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_114x114.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_114x114.ca7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:45%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_114x114.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_114x114.da7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:46%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_120x120.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_120x120.ea7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:46%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_120x120.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_120x120.fa7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:46%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_144x144.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_144x144.10a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:46%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_144x144.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_144x144.11a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:47%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_152x152.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_152x152.12a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:47%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_152x152.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/icon-for-mobile_152x152.13a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:47%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/logo.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/logo.14a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2770/2770	------	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2008:29:47%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/logo.png?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/logo.15a7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:48%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.scss.css?v=10236316653669162661688632569	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.scss.169027.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:48%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.min.css?v=174392269533316748021688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.min.18b71a.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	54445/54445	------	200	untouched ('OK')	text/css	date:Sat,%2006%20Jul%202024%2007:33:48%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.scss.css?v=10236316653669162661688632569	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.scss9027.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:48%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.css?v=98340474046176884051688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.1a5fdf.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	140891/140891	------	200	untouched ('OK')	text/css	date:Mon,%2001%20Jul%202024%2009:48:11%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.min.css?v=174392269533316748021688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.minb71a.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:49%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick-theme.css?v=184272576841816378971688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick-theme.1cb4b6.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	1417/1417	------	200	untouched ('OK')	text/css	date:Sun,%2007%20Jul%202024%2022:44:08%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.css?v=98340474046176884051688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick5fdf.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:49%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.css?v=19278034316635137701688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.1e1b5c.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	2393/2393	------	200	untouched ('OK')	text/css	date:Tue,%2002%20Jul%202024%2007:10:05%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick-theme.css?v=184272576841816378971688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick-themeb4b6.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:50%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/style-main.scss.css?v=91411799122378631901688369646	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/style-main.scss.20ccd8.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	12795/12795	------	200	untouched ('OK')	text/css	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.css?v=19278034316635137701688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min1b5c.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:50%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-customizes.css?v=93679019636831494271688612838	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-customizes.22fcf2.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	15553/15553	------	200	untouched ('OK')	text/css	date:Sun,%2007%20Jul%202024%2022:44:09%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/style-main.scss.css?v=91411799122378631901688369646	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/style-main.scssccd8.css	(from https://keiton-store-demo.myshopify.com/)
11:31:42	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:51%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/animate.min.css?v=30636256313253750241688369615	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/animate.min.2420f7.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:42	674471/674471	------	200	untouched ('OK')	text/css	date:Fri,%2005%20Jul%202024%2004:55:45%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-customizes.css?v=93679019636831494271688612838	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-customizesfcf2.css	(from https://keiton-store-demo.myshopify.com/)
11:31:43	0/0	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Jul%202024%2008:31:43%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-US&shop_id=78574649617	C:/My%20Web%20Sites/dewst/shop.app/checkouts/internal/preloads.27f798.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	58129/58129	------	200	untouched ('OK')	text/css	date:Sat,%2006%20Jul%202024%2007:33:48%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/animate.min.css?v=30636256313253750241688369615	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/animate.min20f7.css	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:52%20GMT	http://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.28.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	3940/3940	------	200	untouched ('')	application/javascript	date:Thu,%2011%20Jul%202024%2008:29:51%20GMT	https://keiton-store-demo.myshopify.com/checkouts/internal/preloads.js?locale=en-US	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/checkouts/internal/preloadsc494.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	12547/12547	------	200	untouched ('')	text/javascript	date:Mon,%2013%20May%202024%2022:35:51%20GMT	https://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:53%20GMT	http://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.2a.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:54%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/styles.css?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/styles.2ca7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	37678/37678	------	200	untouched ('')	text/javascript	date:Mon,%2013%20May%202024%2022:53:31%20GMT	https://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:54%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/scripts.js?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/scripts.2ea7ae.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	74/74	------	200	untouched ('OK')	text/css	date:Thu,%2004%20Jul%202024%2011:38:53%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/styles.css?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/stylesa7ae.css	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:55%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery-3.5.0.min.js?v=16874778797910128561688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery-3.5.0.min.30c173.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	0/0	------	200	untouched ('')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/scripts.js?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/compiled_assets/scriptsa7ae.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:55%20GMT	http://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.32.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	88145/88145	------	200	untouched ('')	text/javascript	date:Mon,%2008%20Jul%202024%2002:34:00%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery-3.5.0.min.js?v=16874778797910128561688369616	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery-3.5.0.minc173.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:56%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/modernizr-2.8.3.min.js?v=174727525422211915231688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/modernizr-2.8.3.min.34ff1d.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	6070/6070	------	200	untouched ('')	text/javascript	date:Mon,%2013%20May%202024%2023:15:40%20GMT	https://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:57%20GMT	http://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.36.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	15514/15514	------	200	untouched ('')	text/javascript	date:Wed,%2010%20Jul%202024%2013:03:49%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/modernizr-2.8.3.min.js?v=174727525422211915231688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/modernizr-2.8.3.minff1d.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:57%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/lazysizes.min.js?v=18178776694225242271688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/lazysizes.min.385ab7.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	9609/9609	------	200	untouched ('')	text/javascript	date:Mon,%2013%20May%202024%2023:51:03%20GMT	https://keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:59%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/loader.gif?v=9076874988191347041688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/loader.3b7b1f.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	8677/8677	------	200	untouched ('')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:11%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/lazysizes.min.js?v=18178776694225242271688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/lazysizes.min5ab7.js	(from https://keiton-store-demo.myshopify.com/)
11:31:43	31000/31000	------	200	untouched ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/dewst/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://keiton-store-demo.myshopify.com/)
11:31:43	254498/254498	------	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:77d8d7d7bb68b570530c92da8f8c32ca%22	https://keiton-store-demo.myshopify.com/POST	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/POST.3d.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	2545/2545	------	200	untouched ('')	image/gif	date:Thu,%2011%20Jul%202024%2006:36:05%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/loader.gif?v=9076874988191347041688369617	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/loader7b1f.gif	(from https://keiton-store-demo.myshopify.com/)
11:31:43	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:29:59%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/files/?576	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/shop/files/indexa7ae.html	(from https://keiton-store-demo.myshopify.com/)
11:31:43	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202024%2008:31:44%20GMT	https://keiton-store-demo.myshopify.com/cdn	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn.3e.delayed	(from https://keiton-store-demo.myshopify.com/)
11:31:43	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2008:30:00%20GMT	http://keiton-store-demo.myshopify.com/cdn/s/trekkie.storefront.a1ad2ab43a5932ff96084a0e2e69f51ba73ddbec.min.js	C:/My%20Web%20Sites/dewst/keiton-store-demo.myshopify.com/cdn/s/trekkie.storefront.a1ad2ab43a5932ff96084a0e2e69f51ba73ddbec.min.40.delayed	(from https://keiton-store-demo.myshopify.com/)
